firm_ID,quarter,trading_date
595352,9/30/2014,8/29/2014
595352,12/31/2014,11/14/2014
595352,3/31/2015,3/20/2015
595352,9/30/2015,8/25/2015
595352,12/31/2015,11/13/2015
595352,3/31/2016,3/25/2016
595352,9/30/2018,11/23/2018
595352,12/31/2018,4/2/2019
595352,6/30/2019,9/27/2019
BYMXPS,6/30/2017,5/11/2017
BYMXPS,9/30/2017,8/3/2017
BYMXPS,12/31/2017,10/24/2017
BYMXPS,3/31/2018,2/8/2018
BYMXPS,6/30/2018,5/10/2018
762222,12/31/2012,11/14/2012
762222,3/31/2013,3/13/2013
762222,6/30/2013,5/14/2013
762222,9/30/2013,8/27/2013
762222,12/31/2013,11/13/2013
762222,3/31/2014,3/12/2014
762222,6/30/2014,5/14/2014
762222,9/30/2014,8/8/2014
762222,6/30/2015,5/13/2015
762222,9/30/2015,8/7/2015
762222,12/31/2015,11/11/2015
762222,3/31/2016,2/11/2016
762222,6/30/2016,5/12/2016
762222,9/30/2016,8/5/2016
762222,12/31/2016,11/11/2016
762222,3/31/2017,2/10/2017
762222,6/30/2017,5/11/2017
762222,9/30/2017,8/4/2017
762222,12/31/2017,11/10/2017
762222,3/31/2018,2/9/2018
762222,6/30/2018,5/11/2018
762222,9/30/2018,8/3/2018
762222,12/31/2018,11/7/2018
762222,3/31/2019,2/8/2019
762222,6/30/2019,5/8/2019
762222,9/30/2019,8/2/2019
762222,12/31/2019,11/8/2019
BDSV5Z,9/30/2014,8/1/2014
BDSV5Z,12/31/2014,11/17/2014
BDSV5Z,3/31/2015,3/11/2015
B4YC9W,9/30/2012,8/3/2012
B4YC9W,12/31/2012,11/7/2012
B4YC9W,9/30/2013,7/31/2013
B4YC9W,12/31/2013,11/6/2013
B4YC9W,3/31/2014,3/5/2014
B4YC9W,6/30/2014,5/7/2014
B4YC9W,9/30/2014,7/30/2014
B4YC9W,12/31/2014,11/6/2014
B4YC9W,3/31/2015,2/25/2015
B4YC9W,6/30/2015,5/11/2015
B4YC9W,9/30/2015,7/30/2015
B4YC9W,12/31/2015,11/11/2015
B4YC9W,3/31/2016,3/9/2016
B4YC9W,6/30/2016,8/4/2016
B4YC9W,9/30/2016,8/5/2016
B4YC9W,12/31/2016,11/9/2016
B4YC9W,3/31/2017,3/1/2017
B4YC9W,6/30/2017,5/3/2017
B4YC9W,9/30/2017,8/2/2017
B4YC9W,12/31/2017,11/8/2017
BYQP13,12/31/2017,11/8/2017
BYQP13,3/31/2018,2/7/2018
592737,3/31/2015,2/19/2015
592737,6/30/2016,5/12/2016
592737,9/30/2016,8/11/2016
592737,12/31/2016,11/10/2016
592737,3/31/2017,2/17/2017
592737,6/30/2017,5/11/2017
592737,12/31/2017,11/9/2017
592737,3/31/2018,2/15/2018
592737,6/30/2018,8/16/2018
592737,9/30/2018,8/16/2018
B1Z95S,9/30/2012,8/9/2012
B1Z95S,12/31/2012,11/14/2012
B1Z95S,3/31/2013,3/19/2013
B1Z95S,6/30/2013,5/6/2013
B1Z95S,9/30/2013,7/30/2013
B1Z95S,12/31/2015,11/5/2015
B1Z95S,3/31/2016,3/11/2016
B1Z95S,12/31/2017,11/2/2017
B1Z95S,3/31/2018,3/8/2018
B1Z95S,6/30/2018,5/2/2018
B1Z95S,9/30/2018,8/2/2018
B1Z95S,12/31/2018,10/25/2018
B1Z95S,3/31/2019,2/28/2019
B1Z95S,6/30/2019,5/1/2019
B1Z95S,9/30/2019,8/1/2019
B1Z95S,12/31/2019,10/30/2019
576920,3/31/2015,2/19/2015
576920,6/30/2015,4/23/2015
576920,9/30/2015,7/29/2015
576920,12/31/2015,10/22/2015
576920,3/31/2016,2/18/2016
576920,6/30/2016,4/21/2016
576920,9/30/2016,7/7/2016
576920,12/31/2016,10/27/2016
576920,3/31/2017,2/16/2017
576920,6/30/2017,5/2/2017
576920,9/30/2017,7/31/2017
576920,12/31/2017,10/25/2017
576920,3/31/2018,2/15/2018
576920,6/30/2018,5/14/2018
576920,9/30/2018,7/26/2018
576920,12/31/2018,10/25/2018
576920,3/31/2019,2/14/2019
576920,6/30/2019,4/18/2019
576920,12/31/2019,2/13/2020
516529,9/30/2012,7/26/2012
516529,12/31/2012,10/25/2012
516529,6/30/2017,4/20/2017
516529,6/30/2018,4/19/2018
516529,9/30/2018,7/24/2018
516529,12/31/2018,10/31/2018
B929F4,12/31/2015,10/14/2015
B929F4,3/31/2016,1/20/2016
B929F4,9/30/2016,7/20/2016
B929F4,12/31/2017,10/18/2017
B929F4,3/31/2018,1/17/2018
BYT341,12/31/2015,10/28/2015
BYT341,12/31/2016,12/12/2016
BYT341,3/31/2017,4/17/2017
BYT341,9/30/2017,10/10/2017
BYT341,12/31/2017,12/13/2017
BYT341,3/31/2018,3/16/2018
BYT341,6/30/2018,5/9/2018
BYT341,9/30/2018,8/2/2018
BYT341,12/31/2018,11/21/2018
BYT341,3/31/2019,4/12/2019
BYT341,6/30/2019,5/9/2019
BYT341,9/30/2019,7/31/2019
B58C6H,9/30/2012,7/24/2012
B58C6H,12/31/2012,10/30/2012
B58C6H,3/31/2013,2/4/2013
B58C6H,6/30/2013,5/7/2013
B58C6H,9/30/2013,7/31/2013
B58C6H,12/31/2013,11/6/2013
B58C6H,3/31/2014,2/6/2014
B58C6H,6/30/2014,5/8/2014
B58C6H,9/30/2014,7/31/2014
B58C6H,12/31/2014,11/6/2014
B58C6H,3/31/2015,2/12/2015
B58C6H,6/30/2015,5/5/2015
B58C6H,9/30/2015,7/29/2015
B58C6H,12/31/2015,11/6/2015
B58C6H,3/31/2016,2/11/2016
B58C6H,6/30/2016,5/4/2016
B58C6H,9/30/2016,7/28/2016
B58C6H,12/31/2016,11/8/2016
B58C6H,3/31/2017,2/10/2017
B58C6H,6/30/2017,5/11/2017
B58C6H,9/30/2017,7/26/2017
B58C6H,12/31/2017,11/8/2017
B58C6H,3/31/2018,1/30/2018
B58C6H,6/30/2018,5/9/2018
B58C6H,9/30/2018,7/31/2018
B58C6H,6/30/2019,5/8/2019
B58C6H,9/30/2019,7/31/2019
B58C6H,12/31/2019,11/6/2019
BYPBS6,9/30/2017,7/27/2017
BG0SCK,9/30/2018,7/26/2018
BG0SCK,12/31/2018,10/25/2018
BG0SCK,3/31/2019,2/20/2019
BG0SCK,6/30/2019,4/26/2019
BG0SCK,9/30/2019,7/25/2019
BD9Y9B,3/31/2017,3/24/2017
BD9Y9B,6/30/2017,7/6/2017
BD9Y9B,9/30/2017,7/21/2017
BD9Y9B,12/31/2017,3/13/2018
B13ZG7,3/31/2018,1/19/2018
B13ZG7,6/30/2018,4/27/2018
B13ZG7,9/30/2018,7/9/2018
BN573R,12/31/2014,11/5/2014
BN573R,3/31/2015,2/27/2015
BN573R,6/30/2015,8/14/2015
BN573R,9/30/2015,8/14/2015
BN573R,3/31/2016,3/4/2016
BN573R,6/30/2016,5/4/2016
BN573R,9/30/2016,8/19/2016
BN573R,12/31/2016,11/4/2016
BN573R,3/31/2017,2/24/2017
BN573R,6/30/2017,5/5/2017
BN573R,9/30/2017,8/18/2017
BN573R,3/31/2018,2/23/2018
BN573R,9/30/2019,8/2/2019
B02TCP,9/30/2015,7/16/2015
B02TCP,12/31/2017,4/30/2018
479827,9/30/2012,8/31/2012
479827,3/31/2013,2/8/2013
479827,9/30/2013,8/30/2013
479827,9/30/2014,8/29/2014
479827,12/31/2014,11/7/2014
479827,3/31/2015,2/6/2015
479827,3/31/2018,2/9/2018
479827,6/30/2018,5/11/2018
479827,6/30/2019,5/10/2019
479827,9/30/2019,8/30/2019
BYT05J,6/30/2016,5/4/2016
BYT05J,9/30/2016,8/12/2016
BYT05J,12/31/2016,11/9/2016
BYT05J,3/31/2017,2/15/2017
BYT05J,6/30/2017,5/17/2017
BYT05J,9/30/2017,7/28/2017
BYT05J,12/31/2017,10/24/2017
BYT05J,3/31/2018,2/9/2018
BYT05J,6/30/2018,4/24/2018
BYT05J,9/30/2018,7/27/2018
BYT05J,12/31/2018,10/18/2018
BYT05J,3/31/2019,2/8/2019
BYT05J,6/30/2019,4/16/2019
BYT05J,12/31/2019,10/17/2019
BV9FWX,6/30/2019,4/26/2019
BNCBD4,9/30/2018,8/17/2018
BNCBD4,12/31/2018,11/7/2018
BNCBD4,9/30/2019,8/16/2019
BZ5739,12/31/2017,11/2/2017
BZ5739,3/31/2018,1/31/2018
BZ2413,6/30/2017,5/4/2017
BZ2413,9/30/2017,7/25/2017
BYNJ1K,9/30/2018,8/31/2018
BD0Q39,3/31/2017,3/1/2017
BD0Q39,6/30/2017,5/10/2017
BD0Q39,9/30/2017,8/9/2017
BD0Q39,12/31/2017,11/8/2017
BD0Q39,3/31/2018,1/24/2018
BD0Q39,6/30/2018,5/9/2018
BD0Q39,9/30/2018,8/8/2018
BD0Q39,12/31/2018,11/7/2018
BD0Q39,3/31/2019,2/27/2019
BD0Q39,6/30/2019,5/8/2019
B12W5Y,9/30/2012,8/23/2012
B12W5Y,12/31/2012,11/15/2012
B12W5Y,3/31/2013,3/7/2013
B12W5Y,6/30/2013,5/16/2013
B12W5Y,9/30/2013,8/22/2013
B12W5Y,12/31/2013,2/20/2014
B12W5Y,3/31/2014,2/20/2014
B12W5Y,6/30/2014,5/14/2014
B12W5Y,9/30/2014,8/21/2014
B12W5Y,12/31/2014,11/7/2014
B12W5Y,3/31/2015,2/19/2015
B12W5Y,6/30/2015,5/18/2015
B12W5Y,9/30/2015,8/31/2015
B12W5Y,12/31/2015,11/5/2015
B12W5Y,3/31/2016,2/18/2016
B12W5Y,6/30/2016,5/12/2016
B12W5Y,9/30/2016,8/18/2016
B12W5Y,12/31/2016,11/4/2016
B12W5Y,3/31/2017,3/6/2017
B12W5Y,6/30/2017,8/25/2017
B12W5Y,9/30/2017,8/25/2017
B12W5Y,12/31/2017,12/4/2017
B12W5Y,3/31/2018,2/22/2018
B12W5Y,6/30/2018,8/23/2018
B12W5Y,9/30/2018,8/23/2018
B12W5Y,12/31/2018,11/8/2018
B12W5Y,3/31/2019,2/20/2019
B12W5Y,6/30/2019,7/2/2019
B12W5Y,9/30/2019,8/22/2019
B12W5Y,12/31/2019,11/7/2019
B0HZL9,3/31/2015,2/11/2015
B0HZL9,9/30/2015,8/4/2015
B0HZL9,12/31/2017,11/3/2017
B0HZL9,3/31/2018,2/14/2018
B0HZL9,9/30/2018,8/1/2018
595607,9/30/2012,7/24/2012
595607,12/31/2012,10/23/2012
595607,3/31/2013,2/5/2013
595607,12/31/2015,10/27/2015
595607,3/31/2016,2/3/2016
595607,6/30/2016,4/29/2016
595607,9/30/2016,7/27/2016
595607,12/31/2016,10/27/2016
595607,3/31/2017,1/30/2017
595607,6/30/2017,4/24/2017
595607,9/30/2017,7/26/2017
595607,12/31/2017,10/31/2017
595607,3/31/2018,2/8/2018
595607,6/30/2018,4/26/2018
595607,9/30/2018,7/26/2018
595607,12/31/2018,10/24/2018
595607,6/30/2019,4/26/2019
595607,9/30/2019,7/24/2019
595607,12/31/2019,10/25/2019
598662,12/31/2017,10/23/2017
598662,3/31/2018,2/12/2018
B12GN4,9/30/2014,7/24/2014
B12GN4,12/31/2014,10/27/2014
B12GN4,3/31/2015,2/20/2015
B12GN4,6/30/2015,7/23/2015
BD45RJ,9/30/2019,8/29/2019
BNG8PQ,6/30/2017,5/18/2017
BNG8PQ,9/30/2017,8/17/2017
BNG8PQ,3/31/2018,2/15/2018
BNG8PQ,6/30/2018,5/17/2018
BNG8PQ,9/30/2018,8/16/2018
BD4TZK,12/31/2014,4/29/2015
BD4TZK,6/30/2016,5/23/2016
BD4TZK,9/30/2016,9/6/2016
BD4TZK,12/31/2016,11/21/2016
BD4TZK,3/31/2017,3/24/2017
BD4TZK,6/30/2017,5/16/2017
BD4TZK,9/30/2017,9/6/2017
BD4TZK,12/31/2017,11/21/2017
BD4TZK,3/31/2018,3/16/2018
BD4TZK,6/30/2018,5/11/2018
BD4TZK,9/30/2018,8/31/2018
BD4TZK,9/30/2019,8/30/2019
BD4TZK,12/31/2019,11/25/2019
B8RC74,12/31/2013,11/7/2013
B8RC74,12/31/2017,10/31/2017
B8RC74,3/31/2018,3/7/2018
B8RC74,6/30/2018,5/18/2018
B8RC74,9/30/2018,7/26/2018
B8RC74,12/31/2018,10/25/2018
B8RC74,3/31/2019,3/7/2019
B8RC74,6/30/2019,5/16/2019
B8RC74,9/30/2019,7/25/2019
B8RC74,12/31/2019,10/24/2019
522865,9/30/2018,7/24/2018
522865,6/30/2019,4/24/2019
522865,9/30/2019,7/23/2019
B09CBL,12/31/2015,10/29/2015
BYY7VY,9/30/2016,7/22/2016
BYY7VY,6/30/2017,4/21/2017
BYY7VY,9/30/2017,7/21/2017
BYY7VY,12/31/2017,10/19/2017
BYY7VY,3/31/2018,2/2/2018
BYY7VY,6/30/2018,4/26/2018
BYY7VY,9/30/2018,7/27/2018
BYY7VY,12/31/2018,10/26/2018
BYY7VY,3/31/2019,2/1/2019
BYY7VY,6/30/2019,4/26/2019
BYY7VY,9/30/2019,7/26/2019
BYY7VY,12/31/2019,10/25/2019
B1FRPV,12/31/2012,10/26/2012
B1FRPV,3/31/2013,3/1/2013
B1FRPV,6/30/2013,4/26/2013
B1FRPV,9/30/2013,7/26/2013
B1FRPV,12/31/2013,10/25/2013
B1FRPV,9/30/2014,7/30/2014
B1FRPV,12/31/2014,10/31/2014
B1FRPV,3/31/2015,2/27/2015
B1FRPV,6/30/2015,4/30/2015
B1FRPV,9/30/2015,7/31/2015
B1VLVW,12/31/2016,11/1/2016
BQN1C5,12/31/2016,10/28/2016
BQN1C5,3/31/2017,2/9/2017
BQN1C5,6/30/2017,5/9/2017
BQN1C5,9/30/2017,7/12/2017
BQN1C5,12/31/2017,10/20/2017
BQN1C5,3/31/2018,2/7/2018
BQN1C5,6/30/2018,4/27/2018
BQN1C5,9/30/2018,7/12/2018
BQN1C5,12/31/2018,10/24/2018
BQN1C5,3/31/2019,2/8/2019
BQN1C5,6/30/2019,4/30/2019
BQN1C5,9/30/2019,7/17/2019
BQN1C5,12/31/2019,10/23/2019
BYM980,12/31/2016,11/3/2016
BYM980,3/31/2017,2/28/2017
BYM980,6/30/2017,4/6/2017
BYM980,9/30/2017,7/28/2017
BYM980,12/31/2017,10/31/2017
BYM980,6/30/2018,5/8/2018
BYM980,9/30/2018,8/14/2018
B12TR1,12/31/2016,10/19/2016
B12TR1,3/31/2017,2/8/2017
B12TR1,6/30/2017,4/27/2017
B12TR1,9/30/2017,7/14/2017
B12TR1,12/31/2017,10/19/2017
B12TR1,3/31/2018,2/7/2018
B12TR1,6/30/2018,4/26/2018
B12TR1,9/30/2018,7/13/2018
B12TR1,12/31/2018,10/18/2018
B12TR1,3/31/2019,2/7/2019
B12TR1,6/30/2019,4/30/2019
B12TR1,9/30/2019,7/12/2019
B12TR1,12/31/2019,10/18/2019
BFH4P4,12/31/2016,10/20/2016
BFH4P4,3/31/2017,2/14/2017
BFH4P4,6/30/2017,5/16/2017
BFH4P4,9/30/2017,8/29/2017
BFH4P4,12/31/2017,11/9/2017
BFH4P4,3/31/2018,2/15/2018
BFH4P4,6/30/2018,5/8/2018
BFH4P4,9/30/2018,8/28/2018
BFH4P4,12/31/2018,11/8/2018
BFH4P4,3/31/2019,2/7/2019
BFH4P4,6/30/2019,5/15/2019
BFH4P4,9/30/2019,8/22/2019
BFH4P4,12/31/2019,11/26/2019
BTC0J3,3/31/2018,2/28/2018
BTC0J3,6/30/2018,5/25/2018
BTC0J3,9/30/2018,8/31/2018
BTC0J3,12/31/2018,11/28/2018
BTC0J3,3/31/2019,2/28/2019
BTC0J3,6/30/2019,5/24/2019
BTC0J3,9/30/2019,8/30/2019
BGLPC9,12/31/2016,11/24/2016
BGLPC9,3/31/2017,2/27/2017
BGLPC9,6/30/2017,5/29/2017
BGLPC9,9/30/2017,8/25/2017
BGLPC9,12/31/2017,11/23/2017
BGLPC9,3/31/2018,2/28/2018
BGLPC9,6/30/2018,5/30/2018
BGLPC9,9/30/2018,8/30/2018
BGLPC9,12/31/2018,11/21/2018
BGLPC9,3/31/2019,2/28/2019
BGLPC9,6/30/2019,5/16/2019
BYYNFR,9/30/2019,8/30/2019
BYYNFR,3/31/2017,2/28/2017
BYYNFR,12/31/2017,11/24/2017
BYYNFR,3/31/2018,2/22/2018
BYYNFR,6/30/2018,5/30/2018
BYYNFR,12/31/2018,11/20/2018
BYYNFR,3/31/2019,2/19/2019
BYYNFR,6/30/2019,5/23/2019
BYYNFR,12/31/2019,11/26/2019
B6632T,12/31/2016,11/8/2016
B6632T,3/31/2017,2/27/2017
B6632T,6/30/2017,5/23/2017
B6632T,9/30/2017,8/22/2017
B6632T,12/31/2017,11/14/2017
B6632T,9/30/2019,8/20/2019
BKF05R,12/31/2019,11/26/2019
BMH4MP,12/31/2018,11/9/2018
B15GGN,9/30/2016,8/18/2016
B15GGN,12/31/2016,11/10/2016
B15GGN,3/31/2017,2/10/2017
B15GGN,6/30/2017,5/4/2017
B15GGN,9/30/2017,8/24/2017
B15GGN,12/31/2017,11/9/2017
B15GGN,9/30/2018,8/16/2018
B15GGN,12/31/2018,11/1/2018
B15GGN,9/30/2019,7/31/2019
B15GGN,12/31/2019,10/31/2019
452520,9/30/2017,8/23/2017
452520,12/31/2017,11/14/2017
452520,3/31/2019,2/22/2019
452520,6/30/2019,5/22/2019
452520,9/30/2019,8/20/2019
452520,12/31/2019,11/28/2019
534410,12/31/2016,10/26/2016
534410,3/31/2017,2/15/2017
534410,6/30/2017,5/4/2017
534410,9/30/2017,7/13/2017
534410,12/31/2017,10/25/2017
534410,3/31/2018,2/9/2018
534410,6/30/2018,4/26/2018
534410,9/30/2018,7/11/2018
534410,12/31/2018,10/24/2018
521126,3/31/2018,2/16/2018
521126,6/30/2018,4/25/2018
BG0T3J,3/31/2019,2/12/2019
BG0T3J,6/30/2019,4/30/2019
BZ0769,6/30/2019,4/25/2019
BZ0769,9/30/2019,7/12/2019
BDDJSX,12/31/2016,11/29/2016
BDDJSX,3/31/2017,2/28/2017
BDDJSX,6/30/2017,5/30/2017
BDDJSX,9/30/2017,8/30/2017
BDDJSX,12/31/2017,11/22/2017
BDDJSX,3/31/2018,2/28/2018
BDDJSX,6/30/2018,5/31/2018
BDDJSX,9/30/2018,8/22/2018
BDDJSX,12/31/2018,11/16/2018
BDDJSX,3/31/2019,2/28/2019
BFYVCD,6/30/2018,2/27/2019
BFYVCD,9/30/2019,8/26/2019
B1Y1P6,6/30/2017,5/12/2017
B1Y1P6,9/30/2017,8/24/2017
B1Y1P6,12/31/2017,11/8/2017
518600,6/30/2019,5/8/2019
518600,9/30/2019,8/14/2019
BF51K4,3/31/2019,2/12/2019
BF51K4,6/30/2019,5/7/2019
443448,3/31/2017,2/27/2017
B02L48,12/31/2015,10/28/2015
B02L48,9/30/2016,8/18/2016
B02L48,12/31/2016,11/2/2016
B02L48,3/31/2017,2/15/2017
B02L48,6/30/2017,5/10/2017
B02L48,9/30/2017,8/24/2017
B02L48,12/31/2017,11/1/2017
B02L48,3/31/2018,2/14/2018
B02L48,6/30/2018,5/9/2018
B02L48,9/30/2018,8/22/2018
B02L48,12/31/2018,10/31/2018
B02L48,3/31/2019,2/13/2019
B02L48,9/30/2019,8/21/2019
BFNYDT,12/31/2017,11/14/2017
BP26BK,12/31/2016,11/23/2016
BP26BK,3/31/2017,2/28/2017
BP26BK,6/30/2017,5/24/2017
BP26BK,9/30/2017,8/23/2017
BP26BK,12/31/2017,11/22/2017
BP26BK,3/31/2018,2/27/2018
BP26BK,6/30/2018,5/30/2018
BP26BK,9/30/2018,8/22/2018
BP26BK,12/31/2018,11/6/2018
BP26BK,9/30/2019,8/22/2019
BP26BK,12/31/2019,11/19/2019
B00ZG0,12/31/2016,10/18/2016
B00ZG0,3/31/2017,2/10/2017
B00ZG0,6/30/2017,4/24/2017
B00ZG0,9/30/2017,7/13/2017
B00ZG0,12/31/2017,10/17/2017
B00ZG0,3/31/2018,2/15/2018
B00ZG0,6/30/2018,4/17/2018
B00ZG0,9/30/2018,7/12/2018
B00ZG0,12/31/2018,10/17/2018
B00ZG0,3/31/2019,2/5/2019
B00ZG0,6/30/2019,4/24/2019
B00ZG0,9/30/2019,7/11/2019
B11HK3,12/31/2016,10/25/2016
B11HK3,3/31/2017,2/9/2017
B11HK3,9/30/2017,7/25/2017
B11HK3,12/31/2017,10/25/2017
B11HK3,12/31/2018,10/24/2018
B11HK3,3/31/2019,2/7/2019
B11HK3,6/30/2019,6/5/2019
B11HK3,9/30/2019,7/23/2019
B11HK3,12/31/2019,10/23/2019
707039,12/31/2016,10/19/2016
707039,3/31/2017,2/8/2017
707039,6/30/2017,4/26/2017
774212,9/30/2016,7/14/2016
774212,12/31/2016,10/20/2016
774212,3/31/2017,2/16/2017
774212,6/30/2017,4/27/2017
774212,9/30/2017,7/13/2017
774212,12/31/2017,10/26/2017
774212,3/31/2018,2/15/2018
774212,6/30/2018,4/26/2018
774212,9/30/2018,7/12/2018
774212,12/31/2018,10/25/2018
774212,3/31/2019,2/7/2019
774212,6/30/2019,4/25/2019
774212,9/30/2019,7/11/2019
774212,12/31/2019,10/24/2019
BNH7Q1,9/30/2017,8/15/2017
BNH7Q1,12/31/2017,10/31/2017
BNH7Q1,3/31/2018,2/28/2018
BNH7Q1,6/30/2018,5/4/2018
BNH7Q1,9/30/2018,8/15/2018
B1VQF4,12/31/2019,10/24/2019
705772,12/31/2016,11/10/2016
705772,3/31/2017,2/28/2017
705772,6/30/2017,5/11/2017
705772,9/30/2017,8/24/2017
705772,12/31/2017,11/23/2017
705772,9/30/2018,8/24/2018
705772,12/31/2018,11/12/2018
705772,9/30/2019,8/20/2019
B2NHKG,9/30/2018,8/30/2018
B1L7YL,12/31/2016,10/27/2016
B1L7YL,3/31/2017,2/16/2017
B1L7YL,6/30/2017,5/11/2017
B1L7YL,9/30/2017,7/27/2017
B1L7YL,12/31/2017,10/26/2017
B1L7YL,3/31/2018,2/1/2018
B1L7YL,6/30/2018,4/26/2018
B1L7YL,9/30/2018,7/19/2018
B1L7YL,12/31/2018,10/18/2018
B1L7YL,3/31/2019,1/31/2019
B1L7YL,6/30/2019,4/25/2019
B1L7YL,9/30/2019,7/18/2019
B1L7YL,12/31/2019,10/17/2019
B5BR90,9/30/2018,8/22/2018
B182K9,12/31/2016,10/28/2016
B182K9,3/31/2017,2/9/2017
B182K9,6/30/2017,4/27/2017
B182K9,9/30/2017,7/7/2017
B182K9,12/31/2017,10/26/2017
B182K9,3/31/2018,2/1/2018
B182K9,6/30/2018,4/26/2018
B182K9,9/30/2018,7/12/2018
B182K9,12/31/2018,10/26/2018
B182K9,3/31/2019,2/1/2019
B182K9,6/30/2019,4/26/2019
B182K9,12/31/2019,10/25/2019
BT6SJC,12/31/2016,11/9/2016
B1W5NW,6/30/2018,5/15/2018
B1W5NW,9/30/2018,8/23/2018
BQSSWW,9/30/2016,7/22/2016
BQSSWW,12/31/2016,10/25/2016
BQSSWW,3/31/2018,1/26/2018
BQSSWW,9/30/2018,7/20/2018
BQSSWW,6/30/2019,4/26/2019
BQSSWW,9/30/2019,7/19/2019
BQSSWW,12/31/2019,10/18/2019
479053,12/31/2016,11/4/2016
479053,3/31/2017,2/8/2017
479053,6/30/2017,5/12/2017
479053,9/30/2017,7/18/2017
479053,12/31/2017,11/3/2017
479053,3/31/2018,2/8/2018
479053,6/30/2018,5/3/2018
479053,9/30/2018,7/17/2018
479053,12/31/2018,10/26/2018
479053,3/31/2019,2/13/2019
479053,6/30/2019,5/15/2019
479053,9/30/2019,7/16/2019
479053,12/31/2019,10/25/2019
B5TQ1L,6/30/2018,5/8/2018
B5TQ1L,9/30/2018,8/17/2018
B5TQ1L,12/31/2018,11/8/2018
B5TQ1L,3/31/2019,2/26/2019
534859,12/31/2018,11/7/2018
534859,3/31/2019,2/28/2019
534859,6/30/2019,5/28/2019
534859,9/30/2019,8/29/2019
534859,12/31/2019,11/28/2019
B40JTQ,3/31/2019,2/8/2019
B40JTQ,6/30/2019,5/9/2019
B1XL5R,3/31/2017,2/14/2017
B1XL5R,6/30/2017,5/11/2017
525824,12/31/2016,11/10/2016
525824,3/31/2017,3/2/2017
525824,6/30/2017,4/27/2017
525824,9/30/2017,7/26/2017
525824,12/31/2017,11/9/2017
525824,3/31/2018,3/1/2018
525824,6/30/2018,4/26/2018
525824,9/30/2018,7/26/2018
525824,12/31/2018,11/8/2018
525824,3/31/2019,2/28/2019
525824,6/30/2019,5/2/2019
525824,9/30/2019,7/25/2019
525824,12/31/2019,11/7/2019
B0YWFR,12/31/2016,12/12/2016
B0YWFR,3/31/2017,2/24/2017
B0YWFR,6/30/2017,5/5/2017
B0YWFR,9/30/2017,8/11/2017
B0YWFR,12/31/2017,11/10/2017
B0YWFR,9/30/2018,8/17/2018
B0YWFR,12/31/2018,11/9/2018
B0YWFR,3/31/2019,2/28/2019
B0YWFR,6/30/2019,5/28/2019
BQZHXB,3/31/2017,2/15/2017
BQZHXB,6/30/2017,4/26/2017
BQZHXB,9/30/2017,7/21/2017
BQZHXB,12/31/2017,10/25/2017
BQZHXB,3/31/2018,2/14/2018
BQZHXB,6/30/2018,4/25/2018
BQZHXB,9/30/2018,7/20/2018
BQZHXB,12/31/2018,10/24/2018
BQZHXB,3/31/2019,2/12/2019
BQZHXB,6/30/2019,4/24/2019
BQZHXB,9/30/2019,7/19/2019
BQZHXB,12/31/2019,10/23/2019
775125,6/30/2017,4/26/2017
775125,9/30/2017,7/18/2017
775125,12/31/2017,10/19/2017
775125,3/31/2018,2/8/2018
775125,6/30/2018,4/20/2018
775125,9/30/2018,7/17/2018
B8W8F1,9/30/2015,8/20/2015
B8W8F1,12/31/2015,11/5/2015
B8W8F1,3/31/2016,3/3/2016
B8W8F1,6/30/2016,5/12/2016
B8W8F1,6/30/2017,5/9/2017
B8W8F1,9/30/2017,8/10/2017
B8W8F1,12/31/2017,11/8/2017
B8W8F1,3/31/2018,3/8/2018
B8W8F1,9/30/2019,8/6/2019
597895,9/30/2016,8/24/2016
597895,12/31/2016,11/17/2016
B3B24G,12/31/2018,11/29/2018
B543NN,12/31/2014,11/11/2014
B543NN,3/31/2015,3/17/2015
B543NN,6/30/2015,4/30/2015
B543NN,9/30/2015,8/20/2015
414305,9/30/2012,8/2/2012
715363,6/30/2016,4/27/2016
715363,3/31/2017,1/25/2017
715363,12/31/2017,10/26/2017
715363,9/30/2018,7/25/2018
730221,6/30/2015,5/15/2015
730221,12/31/2015,11/12/2015
730221,3/31/2016,3/10/2016
730221,9/30/2017,9/6/2017
730221,9/30/2018,8/28/2018
730221,12/31/2018,11/14/2018
730221,3/31/2019,3/27/2019
730221,6/30/2019,5/23/2019
B3F97B,12/31/2015,11/16/2015
B3F97B,3/31/2016,3/9/2016
B3F97B,6/30/2016,5/5/2016
B3F97B,12/31/2016,11/2/2016
B3F97B,3/31/2017,3/14/2017
BGQYBX,9/30/2016,8/11/2016
BDT88G,12/31/2017,11/16/2017
712793,12/31/2018,11/29/2018
B7F0DW,3/31/2015,3/23/2015
B7F0DW,6/30/2015,5/27/2015
B7F0DW,3/31/2019,4/26/2019
B1BFM5,12/31/2014,11/13/2014
B1BFM5,3/31/2015,3/23/2015
525606,6/30/2014,5/9/2014
526325,9/30/2012,8/13/2012
526325,12/31/2012,11/12/2012
526325,3/31/2013,3/1/2013
526325,6/30/2013,5/15/2013
526325,9/30/2013,8/14/2013
526325,12/31/2013,11/14/2013
526325,3/31/2014,2/28/2014
526325,6/30/2014,5/14/2014
526325,9/30/2014,8/14/2014
526325,3/31/2016,3/17/2016
526325,6/30/2016,5/16/2016
526325,9/30/2016,8/17/2016
526325,12/31/2016,11/9/2016
526325,6/30/2018,5/15/2018
526325,9/30/2018,8/16/2018
